CALIFORNIA,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
County, and Size of Adjusted Gross Income, 
Tax Years 2004-2016                                                                                                                                                                                                                                                                                                                                                                                                          ",,,,,,,,,
[Money amounts are in thousands of dollars],,2016,2016,2015,2015,2014,2014,2012,2012
"County 
FIPS 
code [1]",Size of adjusted gross income by county,Total charitable contributions,,Contributions,,Contributions,,Contributions,
,,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount
,,(84),(85),(72),(73),(68),(69),(45),(46)
000,CALIFORNIA,"5,154,060","36,560,452","5,054,590","31,436,661","4,904,780","28,842,898","4,881,790","25,043,902"
000,Under $1,0,0,0,0,0,0,0,0
000,"$1 under $10,000",59050,67760,57460,65416,54570,56643,65530,71059
000,"$10,000 under $25,000",193180,357549,193250,351233,193920,340705,226300,379567
000,"$25,000 under $50,000",607920,1371706,604850,1328519,614780,1306073,688090,1381090
000,"$50,000 under $75,000",773370,2018921,773510,1979194,785630,1953514,855000,2014689
000,"$75,000 under $100,000",772270,2239499,766400,2194829,760650,2126137,790990,2137501
000,"$100,000 under $200,000",1745490,6499822,1702910,6258317,1628930,5877517,1535660,5385488
000,"$200,000 or more",1002780,24005195,956210,19259153,866300,17182309,720220,13674508
,,,,,,,,,
001,Alameda County,"248,120","1,186,152","241,780","1,127,083","233,660","1,018,988","227,460","887,070"
001,Under $1,0,0,0,0,0,0,0,0
001,"$1 under $10,000",2280,2584,2110,2246,2180,2121,2440,2478
001,"$10,000 under $25,000",6430,11578,6520,11637,6710,11714,7950,13000
001,"$25,000 under $50,000",19310,44790,19470,43743,20420,42884,23530,47223
001,"$50,000 under $75,000",28430,75002,29080,74147,29950,71924,33380,76355
001,"$75,000 under $100,000",31880,85116,32030,84171,32300,81042,34320,82464
001,"$100,000 under $200,000",91150,290847,88730,282079,85790,268254,82030,250980
001,"$200,000 or more",68640,676235,63840,629060,56310,541049,43810,414570
,,,,,,,,,
003,Alpine County,120,250,120,252,110,229,120,241
003,Under $1,0,0,0,0,0,0,0,0
003,"$1 under $10,000",**,**,**,**,0,0,0,0
003,"$10,000 under $25,000",30,23,30,21,**,**,**,**
003,"$25,000 under $50,000",**,**,**,**,**,**,30,38
003,"$50,000 under $75,000",30,66,30,72,40,46,40,75
003,"$75,000 under $100,000",**,**,**,**,20,47,**,**
003,"$100,000 under $200,000",60,161,60,159,50,136,50,128
003,"$200,000 or more",**,**,**,**,**,**,**,**
,,,,,,,,,
005,Amador County,"4,840","15,577","4,700","14,466","4,580","13,400","4,680","12,995"
005,Under $1,0,0,0,0,0,0,0,0
005,"$1 under $10,000",100,109,100,114,100,94,120,99
005,"$10,000 under $25,000",290,448,280,436,270,389,340,507
005,"$25,000 under $50,000",610,1282,670,1367,670,1346,700,1329
005,"$50,000 under $75,000",810,1857,780,1719,780,1696,910,1959
005,"$75,000 under $100,000",850,2514,840,2361,810,2177,830,2142
005,"$100,000 under $200,000",1730,5856,1590,5437,1550,5205,1440,4437
005,"$200,000 or more",450,3511,440,3032,400,2493,340,2522
,,,,,,,,,
007,Butte County,"20,860","92,058","20,360","78,597","20,190","74,694","21,100","69,818"
007,Under $1,0,0,0,0,0,0,0,0
007,"$1 under $10,000",370,418,350,426,330,390,470,527
007,"$10,000 under $25,000",1160,2212,1090,2062,1110,2211,1430,2528
007,"$25,000 under $50,000",2690,5970,2740,6146,2870,6157,3430,7068
007,"$50,000 under $75,000",3460,9210,3520,9224,3650,9391,4270,10252
007,"$75,000 under $100,000",3490,10124,3540,10741,3530,10599,3960,11229
007,"$100,000 under $200,000",7390,28598,6960,26169,6710,24842,5880,21140
007,"$200,000 or more",2300,35526,2160,23829,1990,21104,1660,17074
,,,,,,,,,
009,Calaveras County,"6,290","17,704","6,190","17,314","5,950","16,533","6,230","15,785"
009,Under $1,0,0,0,0,0,0,0,0
009,"$1 under $10,000",150,161,130,120,140,139,190,173
009,"$10,000 under $25,000",410,691,410,707,390,656,480,894
009,"$25,000 under $50,000",860,1704,880,1770,900,1757,1030,1877
009,"$50,000 under $75,000",1050,2317,1100,2405,1070,2369,1200,2521
009,"$75,000 under $100,000",1110,2626,1030,2725,1010,2626,1140,2559
009,"$100,000 under $200,000",2150,6406,2080,6427,1950,6078,1810,5226
009,"$200,000 or more",560,3799,560,3160,490,2908,380,2535
,,,,,,,,,
011,Colusa County,"1,580","5,873","1,580","6,229","1,490","4,832","1,570","4,519"
011,Under $1,0,0,0,0,0,0,0,0
011,"$1 under $10,000",**,**,30,24,**,**,**,**
011,"$10,000 under $25,000",80,175,60,166,70,135,100,176
011,"$25,000 under $50,000",240,442,230,415,200,332,260,360
011,"$50,000 under $75,000",310,664,310,681,300,595,320,570
011,"$75,000 under $100,000",280,710,240,589,260,615,270,692
011,"$100,000 under $200,000",450,1487,480,1531,420,1400,420,1202
011,"$200,000 or more",220,2395,230,2823,240,1755,200,1519
,,,,,,,,,
013,Contra Costa County,"205,800","1,203,547","202,110","1,088,949","195,200","908,265","191,720","882,176"
013,Under $1,0,0,0,0,0,0,0,0
013,"$1 under $10,000",1960,2222,2100,2245,1970,1945,2350,2338
013,"$10,000 under $25,000",6130,10769,6190,10670,6230,10292,7070,11033
013,"$25,000 under $50,000",17560,38018,17620,37090,18010,36611,19870,38919
013,"$50,000 under $75,000",25060,61865,25310,60630,25720,60004,27670,60480
013,"$75,000 under $100,000",26810,71965,26700,70048,26600,67934,27810,69363
013,"$100,000 under $200,000",73710,250237,72010,240900,69380,225479,67030,210838
013,"$200,000 or more",54570,768471,52180,667366,47290,506000,39920,489205
,,,,,,,,,
015,Del Norte County,"1,740","5,990","1,730","5,894","1,710","5,734","1,760","5,457"
015,Under $1,0,0,0,0,0,0,0,0
015,"$1 under $10,000",40,48,40,47,40,48,30,34
015,"$10,000 under $25,000",110,242,110,236,110,239,100,197
015,"$25,000 under $50,000",230,579,260,663,270,577,300,680
015,"$50,000 under $75,000",350,964,290,695,280,767,370,778
015,"$75,000 under $100,000",350,1046,340,1156,330,950,360,1011
015,"$100,000 under $200,000",550,2197,580,2295,580,2247,510,1811
015,"$200,000 or more",110,914,110,802,100,906,90,946
,,,,,,,,,
017,El Dorado County,"34,420","146,202","32,950","132,407","31,930","122,249","31,870","107,648"
017,Under $1,0,0,0,0,0,0,0,0
017,"$1 under $10,000",510,522,430,448,440,399,500,491
017,"$10,000 under $25,000",1270,2122,1350,2367,1300,2203,1580,2545
017,"$25,000 under $50,000",3170,6718,3180,6740,3220,6737,3640,6832
017,"$50,000 under $75,000",4400,11217,4290,10413,4540,10652,4940,11283
017,"$75,000 under $100,000",5000,14057,4830,13858,4810,12841,5210,12753
017,"$100,000 under $200,000",13370,48284,12690,45198,12160,42588,11460,37687
017,"$200,000 or more",6700,63282,6180,53383,5460,46829,4540,36057
,,,,,,,,,
019,Fresno County,"83,820","381,333","81,170","376,776","78,990","345,904","79,700","319,498"
019,Under $1,0,0,0,0,0,0,0,0
019,"$1 under $10,000",1010,1285,910,1175,880,979,1090,1280
019,"$10,000 under $25,000",3580,7307,3520,6726,3520,6598,4120,7473
019,"$25,000 under $50,000",12650,28331,12040,26816,11960,25897,13370,26907
019,"$50,000 under $75,000",15400,42099,15130,41290,15200,40676,16630,41972
019,"$75,000 under $100,000",14150,46564,13820,46965,13680,44718,14380,44488
019,"$100,000 under $200,000",27440,123238,26370,116078,25260,109100,23100,95740
019,"$200,000 or more",9590,132509,9380,137726,8490,117936,7010,101638
,,,,,,,,,
021,Glenn County,"1,830","7,951","1,830","8,702","1,800","8,498","1,870","8,112"
021,Under $1,0,0,0,0,0,0,0,0
021,"$1 under $10,000",30,34,40,35,30,24,30,32
021,"$10,000 under $25,000",110,227,100,231,100,212,130,226
021,"$25,000 under $50,000",300,651,260,542,290,659,370,735
021,"$50,000 under $75,000",360,965,360,881,350,813,400,871
021,"$75,000 under $100,000",300,817,300,791,300,702,320,941
021,"$100,000 under $200,000",540,2253,550,2336,520,2126,450,1743
021,"$200,000 or more",190,3004,220,3886,210,3962,170,3564
,,,,,,,,,
023,Humboldt County,"10,310","35,814","10,210","35,050","10,110","33,341","10,590","33,768"
023,Under $1,0,0,0,0,0,0,0,0
023,"$1 under $10,000",190,200,190,188,180,153,240,216
023,"$10,000 under $25,000",630,1056,620,1028,630,1068,760,1293
023,"$25,000 under $50,000",1510,3108,1500,3110,1560,2999,1910,3565
023,"$50,000 under $75,000",1870,4242,1940,4669,2010,4772,2280,4810
023,"$75,000 under $100,000",1760,4849,1760,5022,1760,4975,1860,4848
023,"$100,000 under $200,000",3290,12381,3170,11023,3050,10310,2770,9091
023,"$200,000 or more",1060,9978,1030,10010,920,9064,770,9945
,,,,,,,,,
025,Imperial County,"10,370","34,301","10,260","35,656","10,190","33,658","10,400","32,802"
025,Under $1,0,0,0,0,0,0,0,0
025,"$1 under $10,000",80,79,80,95,70,71,100,129
025,"$10,000 under $25,000",330,597,300,506,360,572,400,657
025,"$25,000 under $50,000",1390,2690,1340,2637,1440,2588,1560,2732
025,"$50,000 under $75,000",1980,4412,1920,4419,2030,4368,2350,4833
025,"$75,000 under $100,000",2220,5168,2200,5773,2100,5398,2260,5468
025,"$100,000 under $200,000",3600,12887,3630,13041,3490,12232,3090,10150
025,"$200,000 or more",770,8468,790,9185,700,8429,640,8833
,,,,,,,,,
027,Inyo County,"1,830","6,727","1,790","7,506","1,800","6,763","1,940","6,372"
027,Under $1,0,0,0,0,0,0,0,0
027,"$1 under $10,000",30,30,30,38,30,38,40,39
027,"$10,000 under $25,000",100,189,70,130,90,200,110,184
027,"$25,000 under $50,000",160,356,190,417,200,383,260,590
027,"$50,000 under $75,000",290,730,270,764,290,657,340,757
027,"$75,000 under $100,000",320,1166,320,1198,350,1158,390,1186
027,"$100,000 under $200,000",740,2763,740,2671,680,2669,680,2478
027,"$200,000 or more",190,1493,170,2288,160,1658,120,1138
,,,,,,,,,
029,Kern County,"80,070","340,245","79,460","349,146","78,380","335,447","78,330","318,713"
029,Under $1,0,0,0,0,0,0,0,0
029,"$1 under $10,000",850,1061,790,985,640,736,840,1207
029,"$10,000 under $25,000",3340,6412,3270,6490,3140,6151,3610,6444
029,"$25,000 under $50,000",12340,27146,11710,25109,11190,23626,12170,24470
029,"$50,000 under $75,000",15440,40712,15390,40172,15180,38532,16520,39792
029,"$75,000 under $100,000",14750,48122,14420,45469,14780,45836,14820,43953
029,"$100,000 under $200,000",26260,120412,26740,118682,26480,114780,24530,102910
029,"$200,000 or more",7090,96380,7140,112239,6970,105786,5840,99937
,,,,,,,,,
031,Kings County,"11,000","42,575","10,460","43,035","10,130","40,953","10,230","36,138"
031,Under $1,0,0,0,0,0,0,0,0
031,"$1 under $10,000",110,177,100,115,100,97,110,126
031,"$10,000 under $25,000",510,994,450,907,470,872,500,947
031,"$25,000 under $50,000",2000,4302,1820,3985,1730,3598,1900,3664
031,"$50,000 under $75,000",2420,6312,2160,5419,2180,5636,2380,5615
031,"$75,000 under $100,000",2050,6178,2000,6249,1970,6323,1980,6060
031,"$100,000 under $200,000",3220,13775,3190,14113,3020,12580,2790,10962
031,"$200,000 or more",690,10837,740,12247,660,11847,570,8764
,,,,,,,,,
033,Lake County,"4,760","14,358","4,850","14,797","4,720","12,966","5,270","12,635"
033,Under $1,0,0,0,0,0,0,0,0
033,"$1 under $10,000",120,109,110,119,110,100,170,161
033,"$10,000 under $25,000",350,616,360,600,370,579,490,750
033,"$25,000 under $50,000",820,1785,840,1808,910,1781,1110,1922
033,"$50,000 under $75,000",870,2103,960,2071,910,1914,1110,2119
033,"$75,000 under $100,000",830,2308,810,2135,800,2046,860,2252
033,"$100,000 under $200,000",1420,4751,1400,4746,1350,4212,1280,3836
033,"$200,000 or more",350,2686,370,3318,270,2334,250,1595
,,,,,,,,,
035,Lassen County,"2,240","7,156","2,260","7,156","2,270","6,785","2,470","6,909"
035,Under $1,0,0,0,0,0,0,0,0
035,"$1 under $10,000",20,24,30,34,30,40,40,50
035,"$10,000 under $25,000",80,143,80,178,90,181,110,193
035,"$25,000 under $50,000",270,761,280,650,280,608,360,712
035,"$50,000 under $75,000",380,944,390,972,400,948,500,1150
035,"$75,000 under $100,000",460,1394,430,1218,450,1201,560,1545
035,"$100,000 under $200,000",920,3270,940,3464,920,3216,830,2811
035,"$200,000 or more",110,620,110,640,100,591,70,448
,,,,,,,,,
037,Los Angeles County,"1,265,740","7,967,171","1,247,790","7,370,479","1,211,240","6,926,717","1,210,270","6,557,011"
037,Under $1,0,0,0,0,0,0,0,0
037,"$1 under $10,000",14620,17236,14580,17382,13360,13737,16100,18074
037,"$10,000 under $25,000",54690,101866,54960,98868,54750,94582,63010,105810
037,"$25,000 under $50,000",187910,431349,186370,415790,188280,409968,205190,425629
037,"$50,000 under $75,000",212410,576162,213230,568018,216130,559190,231180,570039
037,"$75,000 under $100,000",194460,579807,193800,569644,189150,543361,194550,544270
037,"$100,000 under $200,000",386440,1497608,378340,1446560,360760,1355082,338520,1240959
037,"$200,000 or more",215210,4763143,206510,4254217,188810,3950797,161720,3652230
,,,,,,,,,
039,Madera County,"12,090","47,272","11,580","46,247","11,080","44,043","11,550","38,494"
039,Under $1,0,0,0,0,0,0,0,0
039,"$1 under $10,000",180,220,170,193,150,163,190,196
039,"$10,000 under $25,000",600,1007,590,1150,630,1102,770,1225
039,"$25,000 under $50,000",2230,4982,2150,4369,1980,4127,2320,4406
039,"$50,000 under $75,000",2400,6382,2300,6204,2250,5884,2460,6096
039,"$75,000 under $100,000",2100,6988,1980,6204,1980,6207,2170,6592
039,"$100,000 under $200,000",3640,15425,3460,15089,3260,14206,2960,12091
039,"$200,000 or more",940,12268,930,13038,830,12354,680,7888
,,,,,,,,,
041,Marin County,"57,770","539,864","57,290","484,149","55,920","487,771","55,890","440,496"
041,Under $1,0,0,0,0,0,0,0,0
041,"$1 under $10,000",740,735,760,810,710,730,950,892
041,"$10,000 under $25,000",1830,2870,1700,2709,1830,3055,2240,3513
041,"$25,000 under $50,000",3680,7733,3830,8200,3860,8035,4550,8672
041,"$50,000 under $75,000",5010,12241,5040,11644,5210,11647,6000,12767
041,"$75,000 under $100,000",5600,13956,5780,14365,5890,14351,6440,14783
041,"$100,000 under $200,000",17950,58710,17890,55567,17570,55116,17760,54008
041,"$200,000 or more",22960,443619,22290,390854,20850,394837,17950,345861
,,,,,,,,,
043,Mariposa County,"1,690","5,858","1,660","5,681","1,650","5,665","1,790","5,269"
043,Under $1,0,0,0,0,0,0,0,0
043,"$1 under $10,000",40,23,30,27,30,24,50,43
043,"$10,000 under $25,000",100,205,110,208,100,188,150,336
043,"$25,000 under $50,000",240,583,250,645,280,749,330,779
043,"$50,000 under $75,000",320,877,320,823,310,838,350,758
043,"$75,000 under $100,000",280,984,260,933,300,965,330,918
043,"$100,000 under $200,000",580,2252,570,2134,520,1968,490,1639
043,"$200,000 or more",130,934,120,911,110,933,90,796
,,,,,,,,,
045,Mendocino County,"7,430","27,083","7,360","27,015","7,280","27,814","7,560","24,149"
045,Under $1,0,0,0,0,0,0,0,0
045,"$1 under $10,000",190,196,180,179,140,120,190,183
045,"$10,000 under $25,000",460,771,470,722,480,690,610,864
045,"$25,000 under $50,000",1090,2174,1140,2218,1240,2179,1410,2299
045,"$50,000 under $75,000",1310,2626,1340,2852,1310,2954,1480,2915
045,"$75,000 under $100,000",1170,3212,1140,2886,1130,3238,1250,3122
045,"$100,000 under $200,000",2300,8850,2250,8775,2250,8391,2020,6854
045,"$200,000 or more",910,9254,840,9383,730,10242,600,7912
,,,,,,,,,
047,Merced County,"17,460","65,169","17,030","68,568","16,390","70,211","16,620","57,822"
047,Under $1,0,0,0,0,0,0,0,0
047,"$1 under $10,000",220,266,200,235,210,244,220,281
047,"$10,000 under $25,000",820,1687,780,1479,810,1572,1010,1782
047,"$25,000 under $50,000",2840,6125,2860,5848,2960,6079,3330,6319
047,"$50,000 under $75,000",3710,9027,3670,8952,3590,9045,3930,8708
047,"$75,000 under $100,000",3320,9770,3140,9260,3030,8742,3010,8583
047,"$100,000 under $200,000",5290,21711,5050,21434,4600,19326,4160,17131
047,"$200,000 or more",1260,16583,1330,21360,1190,25203,960,15018
,,,,,,,,,
049,Modoc County,520,"2,262",520,"2,247",480,"2,114",520,"2,275"
049,Under $1,0,0,0,0,0,0,0,0
049,"$1 under $10,000",**,**,**,**,**,**,**,**
049,"$10,000 under $25,000",60,104,60,121,50,115,60,91
049,"$25,000 under $50,000",80,291,70,241,70,257,110,352
049,"$50,000 under $75,000",100,370,110,416,90,355,100,342
049,"$75,000 under $100,000",90,405,80,387,90,467,80,409
049,"$100,000 under $200,000",160,859,160,778,140,714,140,823
049,"$200,000 or more",30,233,40,304,40,206,30,258
,,,,,,,,,
051,Mono County,"1,390","5,456","1,410","5,999","1,420","4,721","1,440","4,392"
051,Under $1,0,0,0,0,0,0,0,0
051,"$1 under $10,000",30,26,20,25,30,21,40,35
051,"$10,000 under $25,000",80,115,90,142,70,110,110,169
051,"$25,000 under $50,000",180,337,190,355,220,368,240,356
051,"$50,000 under $75,000",200,551,220,415,240,463,250,474
051,"$75,000 under $100,000",230,530,250,583,230,527,240,586
051,"$100,000 under $200,000",480,1748,460,1515,450,1426,420,1498
051,"$200,000 or more",190,2149,180,2964,180,1806,140,1274
,,,,,,,,,
053,Monterey County,"44,950","238,033","43,780","224,179","42,800","212,733","43,410","195,342"
053,Under $1,0,0,0,0,0,0,0,0
053,"$1 under $10,000",590,579,560,596,540,530,690,644
053,"$10,000 under $25,000",1760,2905,1790,2883,1740,2718,2280,3431
053,"$25,000 under $50,000",5540,9884,5520,9796,5810,9372,6830,11086
053,"$50,000 under $75,000",7740,16835,7660,16155,7980,16001,8730,17362
053,"$75,000 under $100,000",7330,18461,7230,18268,7100,18223,7080,17272
053,"$100,000 under $200,000",14880,53198,14220,50080,13420,46611,12560,44652
053,"$200,000 or more",7110,136171,6800,126401,6210,119278,5240,100895
,,,,,,,,,
055,Napa County,"20,700","132,417","20,800","124,319","20,510","151,108","20,530","107,961"
055,Under $1,0,0,0,0,0,0,0,0
055,"$1 under $10,000",240,243,260,315,280,290,290,343
055,"$10,000 under $25,000",720,1267,760,1357,750,1439,900,1688
055,"$25,000 under $50,000",1920,4225,1950,4206,2120,4360,2490,5085
055,"$50,000 under $75,000",2670,6788,2820,6841,2990,7084,3350,7230
055,"$75,000 under $100,000",3030,7782,3020,7932,3010,7735,3290,8153
055,"$100,000 under $200,000",7610,26977,7560,27425,7360,25584,6950,23660
055,"$200,000 or more",4510,85135,4430,76243,4000,104616,3260,61802
,,,,,,,,,
057,Nevada County,"16,210","60,899","15,880","60,941","15,440","66,127","15,930","54,270"
057,Under $1,0,0,0,0,0,0,0,0
057,"$1 under $10,000",380,364,370,334,360,326,460,441
057,"$10,000 under $25,000",970,1573,950,1548,970,1551,1160,1619
057,"$25,000 under $50,000",2110,4206,2050,4010,2120,3912,2550,4235
057,"$50,000 under $75,000",2580,6035,2580,6196,2550,5954,2910,6288
057,"$75,000 under $100,000",2510,6661,2530,6919,2530,6838,2630,7205
057,"$100,000 under $200,000",5530,19209,5450,19163,5130,18004,4730,15948
057,"$200,000 or more",2130,22851,1950,22771,1780,29542,1490,18534
,,,,,,,,,
059,Orange County,"489,990","3,230,435","484,150","3,070,569","472,580","2,891,095","472,890","2,499,263"
059,Under $1,0,0,0,0,0,0,0,0
059,"$1 under $10,000",5540,6615,5440,6392,5190,5733,6040,6653
059,"$10,000 under $25,000",16600,31513,16880,31820,16840,30486,19950,34751
059,"$25,000 under $50,000",50350,115247,50540,113603,51730,111796,58670,120873
059,"$50,000 under $75,000",65120,174474,66110,175585,67720,174678,74060,181877
059,"$75,000 under $100,000",69110,210958,69480,210149,70100,204780,73570,211696
059,"$100,000 under $200,000",176090,718413,172850,696160,167590,658992,160880,615579
059,"$200,000 or more",107180,1973215,102850,1836860,93410,1704630,79720,1327834
,,,,,,,,,
061,Placer County,"74,240","315,025","71,600","322,337","69,200","273,412","67,810","252,043"
061,Under $1,0,0,0,0,0,0,0,0
061,"$1 under $10,000",960,1120,900,1059,830,920,990,1066
061,"$10,000 under $25,000",2640,4775,2660,4761,2710,4815,3150,5355
061,"$25,000 under $50,000",6530,14979,6570,14843,6870,15306,7860,15997
061,"$50,000 under $75,000",9540,24799,9420,23956,9730,24496,10830,25715
061,"$75,000 under $100,000",11060,32663,10940,32336,11060,31955,11550,31449
061,"$100,000 under $200,000",30210,115916,28770,109234,27280,101593,24890,90784
061,"$200,000 or more",13300,120773,12340,136148,10720,94327,8540,81677
,,,,,,,,,
063,Plumas County,"2,050","8,070","2,050","7,053","1,980","6,807","2,210","7,057"
063,Under $1,0,0,0,0,0,0,0,0
063,"$1 under $10,000",50,56,40,41,50,64,60,66
